otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Alaçatı Roka Taş Otel,10000.0,8548.4,1451.6,Overpriced,- 14.52,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Alice Tatil Evi,16076.8,12135.0,3941.8,Significantly Overpriced,- 24.52,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Buca Residence Otel,7000.0,11563.1,-4563.1,Significantly Overpriced (Underpriced),+ 65.19,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antmare Hotel,21516.6,12891.7,8624.9,Significantly Overpriced,- 40.08,1,1,2.0,1,1,1,,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0.0
Club Wasa Holiday Village,9253.4,11010.1,-1756.7,Overpriced (Underpriced),+ 18.98,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Boutique Nergiz Hotel,4800.0,9735.8,-4935.8,Significantly Overpriced (Underpriced),+ 102.83,1,1,2.0,1,0,1,,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,750.0
Arts Hotel Bodrum Yalıkavak,6800.0,12521.0,-5721.0,Significantly Overpriced (Underpriced),+ 84.13,1,0,2.0,1,0,1,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.0
Aroma Butik Hotel,11200.0,12206.7,-1006.7,Slight Overpriced (Underpriced),+ 8.99,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0.0
Armel Alaçatı,13139.3,8791.8,4347.5,Significantly Overpriced,- 33.09,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750.0
Castle Old Town Hotel,8903.6,10913.2,-2009.6,Significantly Overpriced (Underpriced),+ 22.57,1,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,200.0
Aspat Hotel Bodrum Beach Restaurant,48385.9,11683.3,36702.6,Significantly Overpriced,- 75.85,1,1,2.0,1,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,200.0
Coordinat Suits,9890.0,12532.9,-2642.9,Significantly Overpriced (Underpriced),+ 26.72,0,1,2.0,1,0,1,,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0.0
Aspen Hotel,6120.0,12542.3,-6422.3,Significantly Overpriced (Underpriced),+ 104.94,1,1,2.0,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0
Bergama Taşkonak,6200.0,11904.5,-5704.5,Significantly Overpriced (Underpriced),+ 92.01,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Bambu Alaçatı,10000.0,11694.3,-1694.3,Overpriced (Underpriced),+ 16.94,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
Costa Maya Bodrum,8934.7,11869.2,-2934.5,Significantly Overpriced (Underpriced),+ 32.84,1,0,2.0,1,0,0,,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,100.0
Belsea Hotel,12520.8,10355.0,2165.8,Overpriced,- 17.3,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,200.0
Belong Butik Hotel,4796.0,11010.1,-6214.1,Significantly Overpriced (Underpriced),+ 129.57,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Avantgarde Refined Yalıkavak,9732.8,12878.5,-3145.7,Significantly Overpriced (Underpriced),+ 32.32,1,1,2.0,1,0,1,,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Bu Bungalow Hotel,8800.0,8311.2,488.8,Slight Overpriced,- 5.55,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,750.0
Blue White Hotel,13069.7,11958.0,1111.7,Slight Overpriced,- 8.51,1,0,2.0,0,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,50.0
Bodrum Marma Otel,5940.0,8491.4,-2551.4,Significantly Overpriced (Underpriced),+ 42.95,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Chez Rumi Butik Otel Şirince,8000.0,11983.1,-3983.1,Significantly Overpriced (Underpriced),+ 49.79,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dionisus Lara Otel,4896.0,11356.4,-6460.4,Significantly Overpriced (Underpriced),+ 131.95,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,200.0
Char Me Hotel,18900.0,10768.7,8131.3,Significantly Overpriced,- 43.02,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,100.0
Caresse A Luxury Collection Resort Spa,94828.2,13051.3,81776.9,Significantly Overpriced,- 86.24,1,1,2.0,1,1,1,,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
Cocopalm Boutique Hotel,24000.0,11157.1,12842.9,Significantly Overpriced,- 53.51,0,0,-1.0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Casa Bi Otel,43920.0,11637.5,32282.5,Significantly Overpriced,- 73.5,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Coastline Boutique Hotel,7400.0,11018.4,-3618.4,Significantly Overpriced (Underpriced),+ 48.9,1,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,100.0
Club Çapa,7195.1,12659.2,-5464.1,Significantly Overpriced (Underpriced),+ 75.94,1,1,2.0,2,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0
Elda Köyiçi Alaçatı,4840.0,11085.9,-6245.9,Significantly Overpriced (Underpriced),+ 129.05,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Elda Alaçatı Butik Otel,6700.0,7769.2,-1069.2,Overpriced (Underpriced),+ 15.96,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Çeşme Marin Butik Otel,18394.9,8612.8,9782.1,Significantly Overpriced,- 53.18,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,750.0
The Sansa Hotel,7760.0,8946.4,-1186.4,Overpriced (Underpriced),+ 15.29,1,1,-1.0,0,1,1,,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,750.0
Dionysos 1789 Boutique Hotel,6730.5,12651.5,-5921.0,Significantly Overpriced (Underpriced),+ 87.97,2,1,2.0,0,0,0,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Der Inn Hotel Lara,6131.6,11528.5,-5396.9,Significantly Overpriced (Underpriced),+ 88.02,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50.0
Dolunay Suit Beach,11900.0,11612.5,287.5,Fair,- 2.42,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Dolphin Butik Otel,17850.0,12250.2,5599.8,Significantly Overpriced,- 31.37,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Ena Boutique Hotel,15068.4,10236.4,4832.0,Significantly Overpriced,- 32.07,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,400.0
Deniz Kızı Otel,13124.0,12282.2,841.8,Slight Overpriced,- 6.41,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Ena Serenity Boutique Hotel,6800.0,8669.1,-1869.1,Significantly Overpriced (Underpriced),+ 27.49,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,750.0
Dream Time Hotel,8309.5,10826.0,-2516.5,Significantly Overpriced (Underpriced),+ 30.28,1,0,2.0,0,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,300.0
Esmeralda Butik Otel,22530.9,11451.7,11079.2,Significantly Overpriced,- 49.17,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,50.0
Evin Park Suit,11386.6,9038.8,2347.8,Significantly Overpriced,- 20.62,0,0,2.0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,600.0
Espira By Antioch,12400.0,9846.5,2553.5,Significantly Overpriced,- 20.59,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,400.0
Fener Konaklama,20000.0,11582.0,8418.0,Significantly Overpriced,- 42.09,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Espina Hotel,11298.2,8318.3,2979.9,Significantly Overpriced,- 26.37,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,750.0
Ertan Otel Çeşme,10200.0,12062.2,-1862.2,Overpriced (Underpriced),+ 18.26,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0
Perla Otel Dikili,6600.0,11614.2,-5014.2,Significantly Overpriced (Underpriced),+ 75.97,1,0,-1.0,0,0,1,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0.0
Geo Beach Hotel,5500.0,12311.1,-6811.1,Significantly Overpriced (Underpriced),+ 123.84,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Gümüş Peninsula Hotel,20100.4,11908.2,8192.2,Significantly Overpriced,- 40.76,1,0,2.0,1,0,0,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50.0
Etiz Hotels Alaçatı,4226.8,10765.5,-6538.7,Significantly Overpriced (Underpriced),+ 154.7,1,1,-1.0,1,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,300.0
Hera Hotels Alaçatı,10000.0,8411.6,1588.4,Overpriced,- 15.88,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750.0
Hill House (Adult Only),16267.6,11550.1,4717.5,Significantly Overpriced,- 29.0,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Helis Suites Bitez,20927.4,11298.7,9628.7,Significantly Overpriced,- 46.01,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,300.0
Hillcity Hotel Kaş,12399.1,11405.1,994.0,Slight Overpriced,- 8.02,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Hadrian Gate Hotel,9698.0,8531.7,1166.3,Overpriced,- 12.03,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,750.0
Hotel 1207 Special Class,9708.1,10358.0,-649.9,Slight Overpriced (Underpriced),+ 6.69,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,400.0
Hotel B House Alaçatı,34000.0,12135.0,21865.0,Significantly Overpriced,- 64.31,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Expo Park Hotel,17200.0,12525.7,4674.3,Significantly Overpriced,- 27.18,1,1,2.0,0,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0.0
Houdini Hotel Urla,10000.0,12062.7,-2062.7,Significantly Overpriced (Underpriced),+ 20.63,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
İlios Butik Hotel,14520.0,12017.7,2502.3,Overpriced,- 17.23,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
"G Beyond Apartments Villas, Yalıkavak",13868.2,11550.1,2318.1,Overpriced,- 16.72,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
İğdeli Han Suite,18000.0,8639.6,9360.4,Significantly Overpriced,- 52.0,2,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,750.0
Hotel Pier Bodrum,9760.0,7923.0,1837.0,Overpriced,- 18.82,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Gözegir Hotel +16,10010.8,11550.1,-1539.3,Overpriced (Underpriced),+ 15.38,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Isolina Bodrum,12902.8,12469.8,433.0,Fair,- 3.36,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
İberis Lara Hotel,5007.0,8238.9,-3231.9,Significantly Overpriced (Underpriced),+ 64.55,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.0
Just Dream Suite,6000.0,8423.5,-2423.5,Significantly Overpriced (Underpriced),+ 40.39,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,600.0
İmaj Beach Otel,11200.0,12521.9,-1321.9,Overpriced (Underpriced),+ 11.8,1,1,2.0,0,0,0,,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0.0
Joya Del Mar Hotel,28800.0,11939.4,16860.6,Significantly Overpriced,- 58.54,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
June Alaçatı (15+ Adult Only),19200.0,11550.1,7649.9,Significantly Overpriced,- 39.84,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
İrenic Hotel,9385.2,9740.1,-354.9,Fair (Underpriced),+ 3.78,1,1,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,600.0
İnci Mira Hotel,7791.5,10314.8,-2523.3,Significantly Overpriced (Underpriced),+ 32.39,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,200.0
Kalamar Hotel,8721.4,11950.8,-3229.4,Significantly Overpriced (Underpriced),+ 37.03,2,1,-1.0,2,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,100.0
La Luna Butik Otel,10117.0,11550.1,-1433.1,Overpriced (Underpriced),+ 14.17,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kaliptus Hotel,4200.0,10244.0,-6044.0,Significantly Overpriced (Underpriced),+ 143.9,1,1,-1.0,1,0,0,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,400.0
Lal Azure Hotel Alaçatı,9996.0,11008.7,-1012.7,Overpriced (Underpriced),+ 10.13,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jura Hotels Bodrum Resort,8703.5,13059.2,-4355.7,Significantly Overpriced (Underpriced),+ 50.05,1,1,2.0,3,0,1,,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0
